160	240	
196		
19	21	1
6	21	1
6	18	1
41	18	1
22	14	1
13	14	1
8	13	1
14	13	1
31	20	1
8	7	1
14	7	1
22	54	1
13	54	1
6	23	1
8	13	1
33	13	1
6	22	1
5	22	1
11	28	1
19	56	1
12	56	1
16	11	1
3	11	1
6	20	1
8	10	1
33	10	1
16	9	1
3	9	1
8	4	1
17	4	1
20	9	1
19	9	1
8	15	1
6	6	1
5	6	1
3	6	1
5	6	1
17	23	1
5	28	1
6	28	1
11	53	1
20	6	1
19	6	1
3	17	1
5	17	1
39	12	1
8	12	1
31	8	1
41	8	1
23	23	1
12	23	1
9	9	1
16	9	1
6	18	1
20	13	1
21	13	1
5	25	1
6	25	1
19	25	1
7	16	1
5	16	1
9	9	1
16	9	1
20	12	1
21	12	1
23	10	1
12	10	1
7	9	1
5	9	1
25	7	1
6	7	1
16	47	1
16	14	1
8	14	1
21	16	1
2	4	1
4	4	1
11	11	1
29	11	1
10	54	1
13	54	1
13	70	1
7	13	1
3	13	1
7	25	1
2	12	1
4	12	1
11	32	1
22	9	1
7	9	1
7	12	1
3	12	1
16	33	1
8	33	1
14	21	1
7	21	1
6	27	1
6	10	1
16	10	1
7	23	1
10	45	1
7	45	1
2	10	1
4	10	1
16	13	1
14	6	1
7	6	1
2	3	1
4	3	1
13	13	1
14	13	1
7	8	1
33	8	1
16	34	1
12	28	1
12	28	1
7	30	1
4	19	1
29	19	1
10	51	1
13	51	1
13	25	1
4	21	1
10	21	1
4	11	1
29	11	1
9	26	1
4	26	1
17	35	1
12	6	1
12	6	1
4	4	1
10	4	1
8	10	1
13	2	1
6	2	1
10	12	1
3	12	1
22	16	1
18	16	1
7	20	1
17	16	1
3	16	1
13	8	1
6	8	1
8	10	1
19	10	1
10	8	1
3	8	1
9	9	1
4	9	1
22	14	1
9	7	1
9	7	1
17	4	1
3	4	1
19	17	1
8	17	1
8	11	1
5	11	1
7	10	1
20	10	1
9	7	1
9	7	1
19	20	1
4	20	1
4	10	1
26	10	1
19	11	1
21	11	1
3	3	1
6	3	1
18	13	1
8	27	1
5	27	1
3	10	1
6	10	1
4	24	1
5	21	1
21	21	1
19	21	1
8	21	1
19	17	1
21	17	1
9	15	1
5	6	1
13	6	1
19	14	1
4	14	1
5	9	1
4	7	1
9	7	1
5	3	1
21	3	1
4	2	1
9	2	1
