200	200
97
10	25	1
10	8	1
5	17	1
37	6	1
40	17	1
24	75	1
43	13	1
6	10	1
25	68	1
25	8	1
9	10	1
3	11	1
3	7	1
5	4	1
2	9	1
3	3	1
3	17	1
1	3	1
4	11	1
21	4	1
25	8	1
22	12	1
3	2	1
4	8	1
12	10	1
7	6	1
43	9	1
10	10	1
11	4	1
36	6	1
3	2	1
12	66	1
13	64	1
14	16	1
5	18	1
7	16	1
18	5	1
6	27	1
22	28	1
5	32	1
19	74	1
12	5	1
9	12	1
9	41	1
8	35	1
10	22	1
9	37	1
3	7	1
12	30	1
8	29	1
6	5	1
3	2	1
4	5	1
8	3	1
9	4	1
9	19	1
4	20	1
5	15	1
16	13	1
21	21	1
1	4	1
4	4	1
2	8	1
2	13	1
2	4	1
14	5	1
16	5	1
8	18	1
4	9	1
14	46	1
20	35	1
7	32	1
14	79	1
42	13	1
51	9	1
10	2	1
4	1	1
36	19	1
51	9	1
2	1	1
2	4	1
12	3	1
25	12	1
8	4	1
6	12	1
4	12	1
4	8	1
1	4	1
4	2	1
46	28	1
1	2	1
3	8	1
2	6	1
18	20	1
7	4	1
10	4	1
2	5	1
15	3	1
3	1	1
6	3	1
1	4	1
2	2	1
11	14	1
30	10	1
11	11	1
9	45	1
8	2	1
7	6	1
8	2	1
21	16	1
10	4	1
2	4	1
7	42	1
10	34	1
9	8	1
8	4	1
22	8	1
25	34	1
19	4	1
4	26	1
5	30	1
24	33	1
38	12	1
55	8	1
9	19	1
18	9	1
22	14	1
8	4	1
7	8	1
8	3	1
4	17	1
15	18	1
11	11	1
2	7	1
6	4	1
4	18	1
4	14	1
13	3	1
10	10	1
8	5	1
6	5	1
18	3	1
30	5	1
13	2	1
5	5	1
2	7	1
9	56	1
14	4	1
19	3	1
59	14	1
21	11	1
45	12	1
5	17	1
8	2	1
2	3	1
6	2	1
4	15	1
4	20	1
7	40	1
10	19	1
1	1	1
5	2	1
3	1	1
9	11	1
27	15	1
4	3	1
17	19	1
9	16	1
3	20	1
33	10	1
63	16	1
8	35	1
1	4	1
9	5	1
26	8	1
2	10	1
5	21	1
5	30	1
46	14	1
8	8	1
1	4	1
19	23	1
7	2	1
9	15	1
46	7	1
25	6	1
9	21	1
4	4	1
83	16	1
32	8	1
8	2	1
6	11	1
4	13	1
4	9	1
12	9	1
41	7	1
10	4	1
