200	200
97
28	7	1
9	8	1
8	6	1
59	22	1
23	10	1
7	5	1
27	8	1
10	45	1
29	32	1
3	14	1
4	3	1
4	2	1
4	14	1
8	21	1
20	13	1
13	12	1
31	11	1
18	41	1
5	9	1
26	8	1
13	18	1
37	8	1
20	6	1
30	10	1
9	31	1
19	24	1
7	10	1
65	29	1
24	25	1
6	21	1
4	13	1
25	57	1
20	14	1
11	18	1
3	19	1
12	59	1
23	70	1
22	38	1
15	4	1
23	70	1
19	57	1
13	3	1
29	8	1
20	18	1
6	12	1
7	5	1
7	26	1
4	1	1
7	25	1
36	7	1
23	59	1
18	50	1
1	3	1
14	40	1
7	46	1
20	40	1
37	7	1
4	23	1
32	27	1
5	16	1
5	30	1
7	11	1
9	11	1
5	13	1
14	86	1
8	25	1
6	6	1
9	7	1
4	14	1
16	9	1
14	5	1
2	9	1
16	18	1
15	6	1
26	17	1
8	4	1
6	14	1
28	73	1
7	12	1
2	7	1
35	11	1
24	10	1
25	9	1
6	5	1
62	22	1
49	8	1
47	19	1
7	14	1
24	20	1
18	25	1
6	21	1
41	41	1
69	18	1
2	12	1
22	5	1
40	7	1
117	20	1
