200	200
200
15	69	1
13	28	1
6	28	1
11	27	1
5	27	1
59	17	1
29	9	1
11	9	1
9	4	1
15	4	1
4	24	1
5	24	1
18	51	1
9	58	1
15	58	1
29	8	1
11	8	1
30	14	1
29	14	1
10	66	1
2	4	1
9	4	1
3	10	1
6	19	1
10	19	1
2	6	1
9	6	1
4	27	1
5	27	1
11	8	1
5	8	1
11	20	1
3	20	1
13	7	1
6	7	1
9	44	1
3	21	1
9	21	1
9	35	1
12	38	1
7	38	1
10	53	1
9	3	1
10	3	1
7	15	1
9	15	1
6	11	1
10	11	1
9	31	1
10	31	1
4	21	1
10	21	1
5	8	1
11	8	1
7	19	1
9	19	1
9	11	1
18	11	1
3	14	1
9	14	1
5	28	1
11	28	1
16	24	1
8	24	1
6	31	1
4	3	1
17	3	1
4	28	1
9	13	1
8	13	1
12	9	1
9	9	1
4	15	1
10	15	1
15	71	1
9	37	1
26	37	1
12	15	1
7	15	1
9	26	1
9	9	1
5	9	1
7	14	1
9	15	1
8	15	1
10	18	1
30	18	1
9	5	1
5	5	1
19	17	1
10	17	1
16	15	1
8	15	1
14	12	1
7	12	1
6	8	1
21	8	1
24	10	1
17	10	1
50	8	1
8	8	1
14	16	1
3	5	1
14	5	1
9	13	1
2	13	1
7	12	1
2	12	1
9	34	1
11	21	1
15	21	1
3	11	1
14	11	1
21	8	1
29	8	1
8	21	1
24	19	1
12	17	1
5	17	1
7	4	1
2	4	1
9	3	1
2	3	1
11	10	1
10	10	1
29	13	1
14	9	1
17	9	1
11	9	1
9	9	1
6	6	1
25	6	1
20	14	1
4	7	1
7	7	1
15	13	1
11	3	1
10	3	1
12	2	1
5	2	1
41	10	1
58	10	1
6	8	1
25	8	1
4	6	1
7	6	1
37	7	1
13	7	1
60	11	1
15	11	1
11	20	1
18	9	1
9	9	1
28	5	1
9	5	1
28	13	1
9	13	1
21	36	1
10	26	1
6	26	1
13	53	1
18	9	1
9	9	1
60	9	1
15	9	1
27	19	1
33	14	1
4	14	1
75	17	1
11	17	1
33	5	1
4	5	1
10	10	1
6	10	1
62	10	1
24	10	1
12	12	1
19	12	1
17	7	1
5	3	1
11	3	1
5	4	1
11	4	1
21	17	1
16	17	1
17	8	1
12	2	1
4	2	1
12	6	1
4	6	1
62	13	1
24	13	1
12	3	1
19	3	1
15	4	1
16	4	1
33	8	1
15	4	1
16	4	11	1	200

