200	200
97
52	34	1
31	14	1
29	7	1
16	79	1
7	48	1
7	24	1
21	12	1
22	37	1
15	13	1
11	7	1
4	15	1
14	10	1
3	6	1
3	10	1
15	26	1
5	24	1
10	35	1
42	22	1
7	5	1
7	19	1
1	6	1
2	4	1
11	14	1
5	2	1
13	14	1
50	11	1
2	2	1
62	9	1
27	11	1
13	10	1
15	36	1
33	11	1
18	18	1
42	32	1
19	34	1
20	26	1
14	26	1
23	98	1
25	11	1
8	7	1
26	4	1
21	26	1
30	10	1
24	52	1
11	36	1
14	28	1
72	16	1
35	14	1
13	48	1
76	13	1
7	17	1
7	18	1
25	8	1
12	22	1
13	45	1
2	8	1
12	29	1
37	20	1
13	29	1
26	94	1
6	13	1
1	1	1
13	21	1
8	12	1
26	23	1
28	15	1
9	9	1
21	20	1
3	5	1
28	15	1
22	6	1
6	14	1
9	5	1
23	9	1
7	14	1
18	17	1
6	9	1
3	16	1
42	26	1
9	26	1
60	14	1
5	12	1
18	41	1
12	7	1
5	34	1
2	3	1
20	31	1
37	12	1
23	19	1
20	29	1
14	28	1
28	7	1
46	7	1
97	21	1
10	2	1
15	11	1
48	9	1
