600 400
100
104	118	1
6	5	1
48	2	1
62	1	1
8	1	1
7	11	1
21	21	1
3	10	1
24	34	1
26	2	1
31	19	1
9	1	1
6	3	1
34	41	1
36	77	1
136	57	1
174	19	1
1	3	1
39	52	1
26	133	1
1	49	1
4	158	1
1	95	1
29	129	1
27	3	1
24	3	1
211	7	1
10	116	1
27	4	1
283	65	1
157	22	1
251	1	1
84	2	1
13	16	1
25	30	1
15	2	1
11	111	1
31	1	1
212	7	1
6	26	1
20	48	1
214	51	1
87	21	1
5	3	1
9	4	1
66	37	1
6	13	1
30	116	1
2	88	1
20	5	1
14	2	1
18	5	1
7	201	1
30	117	1
29	23	1
67	86	1
104	44	1
6	10	1
48	77	1
8	1	1
7	88	1
21	9	1
3	51	1
24	19	1
26	11	1
31	142	1
6	12	1
34	17	1
36	141	1
136	49	1
174	10	1
39	35	1
26	81	1
1	27	1
4	53	1
1	36	1
29	9	1
27	2	1
24	2	1
211	194	1
10	1	1
27	19	1
283	21	1
157	140	1
13	14	1
25	23	1
15	11	1
11	50	1
212	8	1
6	32	1
20	170	1
214	55	1
87	8	1
9	83	1
66	177	1
6	63	1
30	95	1
2	43	1
20	133	1
14	3	1
