200	200
97
14	78	1
27	27	1
17	35	1
39	21	1
66	16	1
37	49	1
5	19	1
9	16	1
19	16	1
26	12	1
7	26	1
31	14	1
8	25	1
15	35	1
12	19	1
21	21	1
5	14	1
1	3	1
8	19	1
5	19	1
14	37	1
48	11	1
6	16	1
12	7	1
68	16	1
70	20	1
19	18	1
50	16	1
11	62	1
22	40	1
15	80	1
2	12	1
25	4	1
20	22	1
12	44	1
29	37	1
18	8	1
7	16	1
11	32	1
36	6	1
8	34	1
9	29	1
20	8	1
10	20	1
11	11	1
15	40	1
17	76	1
10	2	1
30	74	1
2	9	1
9	15	1
10	22	1
12	47	1
12	6	1
25	7	1
4	18	1
2	5	1
7	18	1
13	2	1
19	4	1
12	12	1
1	2	1
10	13	1
37	11	1
20	10	1
5	22	1
36	7	1
6	1	1
9	16	1
12	18	1
7	32	1
17	16	1
17	76	1
23	24	1
14	15	1
22	18	1
3	9	1
6	2	1
2	13	1
10	8	1
5	25	1
18	7	1
19	3	1
2	1	1
3	4	1
5	8	1
105	32	1
7	40	1
1	4	1
1	3	1
4	1	1
7	3	1
19	9	1
71	35	1
101	19	1
4	8	1
11	11	1
